Concentration,Time_min,Fit_Value,Vmax,Km
0.625 ug/mL,17.788944723618087,11184.8,11015.0,0.1125
0.625 ug/mL,17.93969849246231,11184.8,11015.0,0.1125
0.625 ug/mL,18.09045226130653,11184.8,11015.0,0.1125
0.625 ug/mL,18.241206030150753,11184.8,11015.0,0.1125
0.625 ug/mL,18.391959798994975,11184.8,11015.0,0.1125
0.625 ug/mL,18.542713567839193,11184.8,11015.0,0.1125
0.625 ug/mL,18.693467336683415,11184.8,11015.0,0.1125
0.625 ug/mL,18.844221105527637,11184.8,11015.0,0.1125
0.625 ug/mL,18.994974874371856,11184.8,11015.0,0.1125
0.625 ug/mL,19.145728643216078,11184.8,11015.0,0.1125
0.625 ug/mL,19.2964824120603,11184.8,11015.0,0.1125
0.625 ug/mL,19.44723618090452,11184.8,11015.0,0.1125
0.625 ug/mL,19.597989949748744,11184.8,11015.0,0.1125
0.625 ug/mL,19.748743718592962,11184.8,11015.0,0.1125
0.625 ug/mL,19.899497487437184,11184.8,11015.0,0.1125
0.625 ug/mL,20.050251256281406,11184.8,11015.0,0.1125
0.625 ug/mL,20.201005025125625,11184.8,11015.0,0.1125
0.625 ug/mL,20.351758793969847,11184.8,11015.0,0.1125
0.625 ug/mL,20.50251256281407,11184.8,11015.0,0.1125
0.625 ug/mL,20.65326633165829,11184.8,11015.0,0.1125
0.625 ug/mL,20.804020100502512,11184.8,11015.0,0.1125
0.625 ug/mL,20.95477386934673,11184.8,11015.0,0.1125
0.625 ug/mL,21.105527638190953,11184.8,11015.0,0.1125
0.625 ug/mL,21.256281407035175,11184.8,11015.0,0.1125
0.625 ug/mL,21.407035175879393,11184.8,11015.0,0.1125
0.625 ug/mL,21.557788944723615,11184.8,11015.0,0.1125
0.625 ug/mL,21.708542713567837,11184.8,11015.0,0.1125
0.625 ug/mL,21.85929648241206,11184.8,11015.0,0.1125
0.625 ug/mL,22.01005025125628,11184.8,11015.0,0.1125
0.625 ug/mL,22.1608040201005,11184.8,11015.0,0.1125
0.625 ug/mL,22.31155778894472,11184.8,11015.0,0.1125
0.625 ug/mL,22.462311557788944,11184.8,11015.0,0.1125
0.625 ug/mL,22.613065326633162,11184.8,11015.0,0.1125
0.625 ug/mL,22.763819095477384,11184.8,11015.0,0.1125
0.625 ug/mL,22.914572864321606,11184.8,11015.0,0.1125
0.625 ug/mL,23.065326633165828,11184.8,11015.0,0.1125
0.625 ug/mL,23.21608040201005,11184.8,11015.0,0.1125
0.625 ug/mL,23.36683417085427,11184.8,11015.0,0.1125
0.625 ug/mL,23.51758793969849,11184.8,11015.0,0.1125
0.625 ug/mL,23.668341708542712,11184.8,11015.0,0.1125
0.625 ug/mL,23.81909547738693,11184.8,11015.0,0.1125
0.625 ug/mL,23.969849246231153,11184.8,11015.0,0.1125
0.625 ug/mL,24.120603015075375,11184.8,11015.0,0.1125
0.625 ug/mL,24.271356783919597,11184.8,11015.0,0.1125
0.625 ug/mL,24.42211055276382,11184.8,11015.0,0.1125
0.625 ug/mL,24.572864321608037,11184.8,11015.0,0.1125
0.625 ug/mL,24.72361809045226,11184.8,11015.0,0.1125
0.625 ug/mL,24.87437185929648,11184.8,11015.0,0.1125
0.625 ug/mL,25.0251256281407,11184.8,11015.0,0.1125
0.625 ug/mL,25.17587939698492,11184.8,11015.0,0.1125
0.625 ug/mL,25.326633165829143,11184.8,11015.0,0.1125
0.625 ug/mL,25.477386934673365,11184.8,11015.0,0.1125
0.625 ug/mL,25.628140703517587,11184.8,11015.0,0.1125
0.625 ug/mL,25.778894472361806,11184.8,11015.0,0.1125
0.625 ug/mL,25.929648241206028,11184.8,11015.0,0.1125
0.625 ug/mL,26.08040201005025,11184.8,11015.0,0.1125
0.625 ug/mL,26.23115577889447,11184.8,11015.0,0.1125
0.625 ug/mL,26.38190954773869,11184.8,11015.0,0.1125
0.625 ug/mL,26.532663316582912,11184.8,11015.0,0.1125
0.625 ug/mL,26.683417085427134,11184.8,11015.0,0.1125
0.625 ug/mL,26.834170854271356,11184.8,11015.0,0.1125
0.625 ug/mL,26.984924623115575,11184.8,11015.0,0.1125
0.625 ug/mL,27.135678391959797,11184.8,11015.0,0.1125
0.625 ug/mL,27.28643216080402,11184.8,11015.0,0.1125
0.625 ug/mL,27.437185929648237,11184.8,11015.0,0.1125
0.625 ug/mL,27.58793969849246,11184.8,11015.0,0.1125
0.625 ug/mL,27.73869346733668,11184.8,11015.0,0.1125
0.625 ug/mL,27.889447236180903,11184.8,11015.0,0.1125
0.625 ug/mL,28.040201005025125,11184.8,11015.0,0.1125
0.625 ug/mL,28.190954773869343,11184.8,11015.0,0.1125
0.625 ug/mL,28.341708542713565,11184.8,11015.0,0.1125
0.625 ug/mL,28.492462311557787,11184.8,11015.0,0.1125
0.625 ug/mL,28.643216080402006,11184.8,11015.0,0.1125
0.625 ug/mL,28.793969849246228,11184.8,11015.0,0.1125
0.625 ug/mL,28.94472361809045,11184.8,11015.0,0.1125
0.625 ug/mL,29.09547738693467,11184.8,11015.0,0.1125
0.625 ug/mL,29.246231155778894,11184.8,11015.0,0.1125
0.625 ug/mL,29.396984924623112,11184.8,11015.0,0.1125
0.625 ug/mL,29.547738693467334,11184.8,11015.0,0.1125
0.625 ug/mL,29.698492462311556,11184.8,11015.0,0.1125
0.625 ug/mL,29.849246231155774,11184.8,11015.0,0.1125
0.625 ug/mL,30.0,11184.8,11015.0,0.1125
1.25 ug/mL,0.0,0.0,13720.0,0.08734
1.25 ug/mL,0.1507537688442211,8028.8292354385685,13720.0,0.08734
1.25 ug/mL,0.3015075376884422,11390.7867592036,13720.0,0.08734
1.25 ug/mL,0.4522613065326633,12798.558435516117,13720.0,0.08734
1.25 ug/mL,0.6030150753768844,13388.042710263388,13720.0,0.08734
1.25 ug/mL,0.7537688442211055,13634.880827566987,13720.0,0.08734
1.25 ug/mL,0.9045226130653266,13738.240762282985,13720.0,0.08734
1.25 ug/mL,1.0552763819095476,13781.521258104283,13720.0,0.08734
1.25 ug/mL,1.2060301507537687,13799.644347323374,13720.0,0.08734
1.25 ug/mL,1.3567839195979898,13807.233131985158,13720.0,0.08734
1.25 ug/mL,1.507537688442211,13810.410827131209,13720.0,0.08734
1.25 ug/mL,1.658291457286432,13811.741441569657,13720.0,0.08734
1.25 ug/mL,1.809045226130653,13812.298617353494,13720.0,0.08734
1.25 ug/mL,1.9597989949748742,13812.531926751864,13720.0,0.08734
1.25 ug/mL,2.1105527638190953,13812.62962172883,13720.0,0.08734
1.25 ug/mL,2.2613065326633164,13812.670530104537,13720.0,0.08734
1.25 ug/mL,2.4120603015075375,13812.68765990235,13720.0,0.08734
1.25 ug/mL,2.5628140703517586,13812.694832760428,13720.0,0.08734
1.25 ug/mL,2.7135678391959797,13812.69783629226,13720.0,0.08734
1.25 ug/mL,2.8643216080402008,13812.6990939783,13720.0,0.08734
1.25 ug/mL,3.015075376884422,13812.69962061636,13720.0,0.08734
1.25 ug/mL,3.165829145728643,13812.699841138521,13720.0,0.08734
1.25 ug/mL,3.316582914572864,13812.699933479025,13720.0,0.08734
1.25 ug/mL,3.467336683417085,13812.699972145294,13720.0,0.08734
1.25 ug/mL,3.618090452261306,13812.699988336239,13720.0,0.08734
1.25 ug/mL,3.7688442211055273,13812.699995115967,13720.0,0.08734
1.25 ug/mL,3.9195979899497484,13812.699997954882,13720.0,0.08734
1.25 ug/mL,4.0703517587939695,13812.699999143637,13720.0,0.08734
1.25 ug/mL,4.221105527638191,13812.69999964141,13720.0,0.08734
1.25 ug/mL,4.371859296482412,13812.699999849847,13720.0,0.08734
1.25 ug/mL,4.522613065326633,13812.699999937126,13720.0,0.08734
1.25 ug/mL,4.673366834170854,13812.699999973673,13720.0,0.08734
1.25 ug/mL,4.824120603015075,13812.699999988976,13720.0,0.08734
1.25 ug/mL,4.974874371859296,13812.699999995384,13720.0,0.08734
1.25 ug/mL,5.125628140703517,13812.699999998067,13720.0,0.08734
1.25 ug/mL,5.276381909547738,13812.699999999191,13720.0,0.08734
1.25 ug/mL,5.427135678391959,13812.699999999662,13720.0,0.08734
1.25 ug/mL,5.57788944723618,13812.699999999859,13720.0,0.08734
1.25 ug/mL,5.7286432160804015,13812.69999999994,13720.0,0.08734
1.25 ug/mL,5.879396984924623,13812.699999999977,13720.0,0.08734
1.25 ug/mL,6.030150753768844,13812.69999999999,13720.0,0.08734
1.25 ug/mL,6.180904522613065,13812.699999999995,13720.0,0.08734
1.25 ug/mL,6.331658291457286,13812.699999999999,13720.0,0.08734
1.25 ug/mL,6.482412060301507,13812.7,13720.0,0.08734
1.25 ug/mL,6.633165829145728,13812.7,13720.0,0.08734
1.25 ug/mL,6.783919597989949,13812.7,13720.0,0.08734
1.25 ug/mL,6.93467336683417,13812.7,13720.0,0.08734
1.25 ug/mL,7.085427135678391,13812.7,13720.0,0.08734
1.25 ug/mL,7.236180904522612,13812.7,13720.0,0.08734
1.25 ug/mL,7.3869346733668335,13812.7,13720.0,0.08734
1.25 ug/mL,7.537688442211055,13812.7,13720.0,0.08734
1.25 ug/mL,7.688442211055276,13812.7,13720.0,0.08734
1.25 ug/mL,7.839195979899497,13812.7,13720.0,0.08734
1.25 ug/mL,7.989949748743718,13812.7,13720.0,0.08734
1.25 ug/mL,8.140703517587939,13812.7,13720.0,0.08734
1.25 ug/mL,8.29145728643216,13812.7,13720.0,0.08734
1.25 ug/mL,8.442211055276381,13812.7,13720.0,0.08734
1.25 ug/mL,8.592964824120603,13812.7,13720.0,0.08734
1.25 ug/mL,8.743718592964823,13812.7,13720.0,0.08734
1.25 ug/mL,8.894472361809044,13812.7,13720.0,0.08734
1.25 ug/mL,9.045226130653266,13812.7,13720.0,0.08734
1.25 ug/mL,9.195979899497488,13812.7,13720.0,0.08734
1.25 ug/mL,9.346733668341708,13812.7,13720.0,0.08734
1.25 ug/mL,9.497487437185928,13812.7,13720.0,0.08734
1.25 ug/mL,9.64824120603015,13812.7,13720.0,0.08734
1.25 ug/mL,9.798994974874372,13812.7,13720.0,0.08734
1.25 ug/mL,9.949748743718592,13812.7,13720.0,0.08734
1.25 ug/mL,10.100502512562812,13812.7,13720.0,0.08734
1.25 ug/mL,10.251256281407034,13812.7,13720.0,0.08734
1.25 ug/mL,10.402010050251256,13812.7,13720.0,0.08734
1.25 ug/mL,10.552763819095476,13812.7,13720.0,0.08734
1.25 ug/mL,10.703517587939697,13812.7,13720.0,0.08734
1.25 ug/mL,10.854271356783919,13812.7,13720.0,0.08734
1.25 ug/mL,11.00502512562814,13812.7,13720.0,0.08734
1.25 ug/mL,11.15577889447236,13812.7,13720.0,0.08734
1.25 ug/mL,11.306532663316581,13812.7,13720.0,0.08734
1.25 ug/mL,11.457286432160803,13812.7,13720.0,0.08734
1.25 ug/mL,11.608040201005025,13812.7,13720.0,0.08734
1.25 ug/mL,11.758793969849245,13812.7,13720.0,0.08734
1.25 ug/mL,11.909547738693465,13812.7,13720.0,0.08734
1.25 ug/mL,12.060301507537687,13812.7,13720.0,0.08734
1.25 ug/mL,12.21105527638191,13812.7,13720.0,0.08734
1.25 ug/mL,12.36180904522613,13812.7,13720.0,0.08734
1.25 ug/mL,12.51256281407035,13812.7,13720.0,0.08734
1.25 ug/mL,12.663316582914572,13812.7,13720.0,0.08734
1.25 ug/mL,12.814070351758794,13812.7,13720.0,0.08734
1.25 ug/mL,12.964824120603014,13812.7,13720.0,0.08734
1.25 ug/mL,13.115577889447234,13812.7,13720.0,0.08734
1.25 ug/mL,13.266331658291456,13812.7,13720.0,0.08734
1.25 ug/mL,13.417085427135678,13812.7,13720.0,0.08734
1.25 ug/mL,13.567839195979898,13812.7,13720.0,0.08734
1.25 ug/mL,13.718592964824118,13812.7,13720.0,0.08734
1.25 ug/mL,13.86934673366834,13812.7,13720.0,0.08734
1.25 ug/mL,14.020100502512562,13812.7,13720.0,0.08734
1.25 ug/mL,14.170854271356783,13812.7,13720.0,0.08734
1.25 ug/mL,14.321608040201003,13812.7,13720.0,0.08734
1.25 ug/mL,14.472361809045225,13812.7,13720.0,0.08734
1.25 ug/mL,14.623115577889447,13812.7,13720.0,0.08734
1.25 ug/mL,14.773869346733667,13812.7,13720.0,0.08734
1.25 ug/mL,14.924623115577887,13812.7,13720.0,0.08734
1.25 ug/mL,15.07537688442211,13812.7,13720.0,0.08734
1.25 ug/mL,15.226130653266331,13812.7,13720.0,0.08734
1.25 ug/mL,15.376884422110551,13812.7,13720.0,0.08734
1.25 ug/mL,15.527638190954772,13812.7,13720.0,0.08734
1.25 ug/mL,15.678391959798994,13812.7,13720.0,0.08734
1.25 ug/mL,15.829145728643216,13812.7,13720.0,0.08734
1.25 ug/mL,15.979899497487436,13812.7,13720.0,0.08734
1.25 ug/mL,16.130653266331656,13812.7,13720.0,0.08734
1.25 ug/mL,16.281407035175878,13812.7,13720.0,0.08734
1.25 ug/mL,16.4321608040201,13812.7,13720.0,0.08734
1.25 ug/mL,16.58291457286432,13812.7,13720.0,0.08734
1.25 ug/mL,16.73366834170854,13812.7,13720.0,0.08734
1.25 ug/mL,16.884422110552762,13812.7,13720.0,0.08734
1.25 ug/mL,17.035175879396984,13812.7,13720.0,0.08734
1.25 ug/mL,17.185929648241206,13812.7,13720.0,0.08734
1.25 ug/mL,17.336683417085425,13812.7,13720.0,0.08734
1.25 ug/mL,17.487437185929647,13812.7,13720.0,0.08734
1.25 ug/mL,17.63819095477387,13812.7,13720.0,0.08734
1.25 ug/mL,17.788944723618087,13812.7,13720.0,0.08734
1.25 ug/mL,17.93969849246231,13812.7,13720.0,0.08734
1.25 ug/mL,18.09045226130653,13812.7,13720.0,0.08734
1.25 ug/mL,18.241206030150753,13812.7,13720.0,0.08734
1.25 ug/mL,18.391959798994975,13812.7,13720.0,0.08734
1.25 ug/mL,18.542713567839193,13812.7,13720.0,0.08734
1.25 ug/mL,18.693467336683415,13812.7,13720.0,0.08734
1.25 ug/mL,18.844221105527637,13812.7,13720.0,0.08734
1.25 ug/mL,18.994974874371856,13812.7,13720.0,0.08734
1.25 ug/mL,19.145728643216078,13812.7,13720.0,0.08734
1.25 ug/mL,19.2964824120603,13812.7,13720.0,0.08734
1.25 ug/mL,19.44723618090452,13812.7,13720.0,0.08734
1.25 ug/mL,19.597989949748744,13812.7,13720.0,0.08734
1.25 ug/mL,19.748743718592962,13812.7,13720.0,0.08734
1.25 ug/mL,19.899497487437184,13812.7,13720.0,0.08734
1.25 ug/mL,20.050251256281406,13812.7,13720.0,0.08734
1.25 ug/mL,20.201005025125625,13812.7,13720.0,0.08734
1.25 ug/mL,20.351758793969847,13812.7,13720.0,0.08734
1.25 ug/mL,20.50251256281407,13812.7,13720.0,0.08734
1.25 ug/mL,20.65326633165829,13812.7,13720.0,0.08734
1.25 ug/mL,20.804020100502512,13812.7,13720.0,0.08734
1.25 ug/mL,20.95477386934673,13812.7,13720.0,0.08734
1.25 ug/mL,21.105527638190953,13812.7,13720.0,0.08734
1.25 ug/mL,21.256281407035175,13812.7,13720.0,0.08734
1.25 ug/mL,21.407035175879393,13812.7,13720.0,0.08734
1.25 ug/mL,21.557788944723615,13812.7,13720.0,0.08734
1.25 ug/mL,21.708542713567837,13812.7,13720.0,0.08734
1.25 ug/mL,21.85929648241206,13812.7,13720.0,0.08734
1.25 ug/mL,22.01005025125628,13812.7,13720.0,0.08734
1.25 ug/mL,22.1608040201005,13812.7,13720.0,0.08734
1.25 ug/mL,22.31155778894472,13812.7,13720.0,0.08734
1.25 ug/mL,22.462311557788944,13812.7,13720.0,0.08734
1.25 ug/mL,22.613065326633162,13812.7,13720.0,0.08734
1.25 ug/mL,22.763819095477384,13812.7,13720.0,0.08734
1.25 ug/mL,22.914572864321606,13812.7,13720.0,0.08734
1.25 ug/mL,23.065326633165828,13812.7,13720.0,0.08734
1.25 ug/mL,23.21608040201005,13812.7,13720.0,0.08734
1.25 ug/mL,23.36683417085427,13812.7,13720.0,0.08734
1.25 ug/mL,23.51758793969849,13812.7,13720.0,0.08734
1.25 ug/mL,23.668341708542712,13812.7,13720.0,0.08734
1.25 ug/mL,23.81909547738693,13812.7,13720.0,0.08734
1.25 ug/mL,23.969849246231153,13812.7,13720.0,0.08734
1.25 ug/mL,24.120603015075375,13812.7,13720.0,0.08734
1.25 ug/mL,24.271356783919597,13812.7,13720.0,0.08734
1.25 ug/mL,24.42211055276382,13812.7,13720.0,0.08734
1.25 ug/mL,24.572864321608037,13812.7,13720.0,0.08734
1.25 ug/mL,24.72361809045226,13812.7,13720.0,0.08734
1.25 ug/mL,24.87437185929648,13812.7,13720.0,0.08734
1.25 ug/mL,25.0251256281407,13812.7,13720.0,0.08734
1.25 ug/mL,25.17587939698492,13812.7,13720.0,0.08734
1.25 ug/mL,25.326633165829143,13812.7,13720.0,0.08734
1.25 ug/mL,25.477386934673365,13812.7,13720.0,0.08734
1.25 ug/mL,25.628140703517587,13812.7,13720.0,0.08734
1.25 ug/mL,25.778894472361806,13812.7,13720.0,0.08734
1.25 ug/mL,25.929648241206028,13812.7,13720.0,0.08734
1.25 ug/mL,26.08040201005025,13812.7,13720.0,0.08734
1.25 ug/mL,26.23115577889447,13812.7,13720.0,0.08734
1.25 ug/mL,26.38190954773869,13812.7,13720.0,0.08734
1.25 ug/mL,26.532663316582912,13812.7,13720.0,0.08734
1.25 ug/mL,26.683417085427134,13812.7,13720.0,0.08734
1.25 ug/mL,26.834170854271356,13812.7,13720.0,0.08734
1.25 ug/mL,26.984924623115575,13812.7,13720.0,0.08734
1.25 ug/mL,27.135678391959797,13812.7,13720.0,0.08734
1.25 ug/mL,27.28643216080402,13812.7,13720.0,0.08734
1.25 ug/mL,27.437185929648237,13812.7,13720.0,0.08734
1.25 ug/mL,27.58793969849246,13812.7,13720.0,0.08734
1.25 ug/mL,27.73869346733668,13812.7,13720.0,0.08734
1.25 ug/mL,27.889447236180903,13812.7,13720.0,0.08734
1.25 ug/mL,28.040201005025125,13812.7,13720.0,0.08734
1.25 ug/mL,28.190954773869343,13812.7,13720.0,0.08734
1.25 ug/mL,28.341708542713565,13812.7,13720.0,0.08734
1.25 ug/mL,28.492462311557787,13812.7,13720.0,0.08734
1.25 ug/mL,28.643216080402006,13812.7,13720.0,0.08734
1.25 ug/mL,28.793969849246228,13812.7,13720.0,0.08734
1.25 ug/mL,28.94472361809045,13812.7,13720.0,0.08734
1.25 ug/mL,29.09547738693467,13812.7,13720.0,0.08734
1.25 ug/mL,29.246231155778894,13812.7,13720.0,0.08734
1.25 ug/mL,29.396984924623112,13812.7,13720.0,0.08734
1.25 ug/mL,29.547738693467334,13812.7,13720.0,0.08734
1.25 ug/mL,29.698492462311556,13812.7,13720.0,0.08734
1.25 ug/mL,29.849246231155774,13812.7,13720.0,0.08734
1.25 ug/mL,30.0,13812.7,13720.0,0.08734
2.5 ug/mL,0.0,0.0,14820.0,0.1568
2.5 ug/mL,0.1507537688442211,5840.196288179538,14820.0,0.1568
2.5 ug/mL,0.3015075376884422,9424.83316938327,14820.0,0.1568
2.5 ug/mL,0.4522613065326633,11625.0368844696,14820.0,0.1568
2.5 ug/mL,0.6030150753768844,12975.493443476518,14820.0,0.1568
2.5 ug/mL,0.7537688442211055,13804.386197933693,14820.0,0.1568
2.5 ug/mL,0.9045226130653266,14313.14984072487,14820.0,0.1568
2.5 ug/mL,1.0552763819095476,14625.422378799662,14820.0,0.1568
2.5 ug/mL,1.2060301507537687,14817.091220347951,14820.0,0.1568
2.5 ug/mL,1.3567839195979898,14934.735074165366,14820.0,0.1568
2.5 ug/mL,1.507537688442211,15006.943348756133,14820.0,0.1568
2.5 ug/mL,1.658291457286432,15051.263852974465,14820.0,0.1568
2.5 ug/mL,1.809045226130653,15078.467204741277,14820.0,0.1568
2.5 ug/mL,1.9597989949748742,15095.164269912364,14820.0,0.1568
2.5 ug/mL,2.1105527638190953,15105.412712373327,14820.0,0.1568
2.5 ug/mL,2.2613065326633164,15111.70307369129,14820.0,0.1568
2.5 ug/mL,2.4120603015075375,15115.564016040453,14820.0,0.1568
2.5 ug/mL,2.5628140703517586,15117.93381247504,14820.0,0.1568
2.5 ug/mL,2.7135678391959797,15119.388362849922,14820.0,0.1568
2.5 ug/mL,2.8643216080402008,15120.281147041083,14820.0,0.1568
2.5 ug/mL,3.015075376884422,15120.82912642066,14820.0,0.1568
2.5 ug/mL,3.165829145728643,15121.165469070333,14820.0,0.1568
2.5 ug/mL,3.316582914572864,15121.371911834794,14820.0,0.1568
2.5 ug/mL,3.467336683417085,15121.498623731251,14820.0,0.1568
2.5 ug/mL,3.618090452261306,15121.576397853027,14820.0,0.1568
2.5 ug/mL,3.7688442211055273,15121.6241346022,14820.0,0.1568
2.5 ug/mL,3.9195979899497484,15121.653434800897,14820.0,0.1568
2.5 ug/mL,4.0703517587939695,15121.67141888357,14820.0,0.1568
2.5 ug/mL,4.221105527638191,15121.682457280715,14820.0,0.1568
2.5 ug/mL,4.371859296482412,15121.68923250599,14820.0,0.1568
2.5 ug/mL,4.522613065326633,15121.693391051562,14820.0,0.1568
2.5 ug/mL,4.673366834170854,15121.695943513001,14820.0,0.1568
2.5 ug/mL,4.824120603015075,15121.697510180791,14820.0,0.1568
2.5 ug/mL,4.974874371859296,15121.6984717812,14820.0,0.1568
2.5 ug/mL,5.125628140703517,15121.699061999083,14820.0,0.1568
2.5 ug/mL,5.276381909547738,15121.69942426718,14820.0,0.1568
2.5 ug/mL,5.427135678391959,15121.699646622648,14820.0,0.1568
2.5 ug/mL,5.57788944723618,15121.699783101556,14820.0,0.1568
2.5 ug/mL,5.7286432160804015,15121.699866870544,14820.0,0.1568
2.5 ug/mL,5.879396984924623,15121.699918286864,14820.0,0.1568
2.5 ug/mL,6.030150753768844,15121.699949845533,14820.0,0.1568
2.5 ug/mL,6.180904522613065,15121.699969215839,14820.0,0.1568
2.5 ug/mL,6.331658291457286,15121.69998110508,14820.0,0.1568
2.5 ug/mL,6.482412060301507,15121.699988402543,14820.0,0.1568
2.5 ug/mL,6.633165829145728,15121.699992881631,14820.0,0.1568
2.5 ug/mL,6.783919597989949,15121.699995630837,14820.0,0.1568
2.5 ug/mL,6.93467336683417,15121.699997318266,14820.0,0.1568
2.5 ug/mL,7.085427135678391,15121.699998353986,14820.0,0.1568
